words,sentence,filename
"['OK-nägu-nigu', 'OK-nägu-nigu']","Aga näe , nigu Trombs-jääh ilmus , oli mitmestunud isiksusega Nahaparkal kah kohe kohal nigu püssist lastu !",Failid_ettenten_retaggered/www_epl_ee__266813.json
['OK-püha-pyha'],"Sissejuhatus : Lõige1 Wennad , aeg on saabunud ja tund tulnud , pyha maa kylje all on yyrgama hakkamas Jeeriko pasunad !",Failid_ettenten_retaggered/www_epl_ee__497342.json
['NAME-ära-Fra'],"Fra Mare Thalasso SPA hotellis viibides kasuta kindlasti Paralepa männimetsa võlusid , sest l iikumine on tervise ja ilu alus !",Failid_ettenten_retaggered/www_framare_ee__636065.json
"['OK-üle-yle', 'OK-üle-yle']","Nôgesed yle pea ja sääseparv saatjaks , tungisime siiski , Karli järel muidugi , sealt läbi ja kui Markus oli koha yle vaadanud , läksin ja leidsin !",Failid_ettenten_retaggered/www_geopeitus_ee__552366.json
['OK-nüüd-Nyyd'],"Nyyd ma tean , miks inimesed muretsevad endale uusi Regio atlasi !",Failid_ettenten_retaggered/www_geopeitus_ee__555993.json
['OK-hää-hää'],Seega oli hää lihtne tagasi minna ja aare sealt välja koukida !,Failid_ettenten_retaggered/www_geopeitus_ee__555993.json
['OK-tüdruk-tõdruk'],"Nt kui naine südamest ootab , et tuleb tõdruk ja , kui saab teada , et tuuleb poiss siis on juhtunud nii , et naine on jätnud last haiglasse !",Failid_ettenten_retaggered/www_nupsu_ee__266580.json
['OK-õun-fun'],Väga fun oli !,Failid_ettenten_retaggered/www_nupsu_ee__383032.json
['OK-kõik-küik'],"Ei oskagi öelda , millest see , sest hambaid ei paista , kuigi igemed veits paistes ja no küik , absoluutselt kõik , käib suhu !",Failid_ettenten_retaggered/www_nupsu_ee__589117.json
['NAME-häda-Hada'],Olen justkui jõehobu Hada !,Failid_ettenten_retaggered/www_nupsu_ee__681632.json
['NAME-häda-Hada'],"Kui puhkehetkeks vaja tekki , Ei kahtle ma üldse sekundikski , Ma valin selleks Hada !",Failid_ettenten_retaggered/www_nupsu_ee__681632.json
['OK-võib-olla-vôib-olla'],"Kütt Ida-Siberi taigas jättis jahionni maha ( kui tal vähetegi oli ) pisut toitu ja tulesüütamisvahendeid , varus puid ... ja seda kôike inimesele , keda ta vôib-olla eladeski ei näe !",Failid_ettenten_retaggered/www_obs_ee__629565.json
['OK-nägu-nigu'],"Ja kui me taotleme ainult "" soovitud "" lapsi , siis on meil kuskil küll palju soovijaid , kuid lapsi , nigu naabrid ütlevad : nema !",Failid_ettenten_retaggered/www_obs_ee__629565.json
"['OK-mõnus-Monus', 'OK-jälle-jalle']",Monus lugu jalle !,Failid_ettenten_retaggered/www_ohtuleht_ee__100749.json
['OK-näiteks-naiteks'],teeks naiteks juulis kokkutuleku !,Failid_ettenten_retaggered/www_ohtuleht_ee__100749.json
['OK-lõks-leks'],Kellel leks suur maja ja suur aed !,Failid_ettenten_retaggered/www_ohtuleht_ee__100749.json
['OK-mõnus-monus'],"monus oleks arutada , Katrin on kutsutud aga ei usu et tal aega oleks !",Failid_ettenten_retaggered/www_ohtuleht_ee__100749.json
"['OK-märge-marge', 'OK-üle-kle', 'OK-üle-kle']","marge : dish : ( puhkusel , kuid .. kle libakas 20:37 , mis sa oma klipiga öelda tahad ? ) kle põmmpea-tegemist ju Kata emaga !",Failid_ettenten_retaggered/www_ohtuleht_ee__571130.json
['OK-sõda-suda'],"A nuka , kandon , tsumadan suda !",Failid_ettenten_retaggered/www_ohtuleht_ee__576059.json
['OK-tõepoolest-Töepoolest'],Töepoolest HÄBI meile !,Failid_ettenten_retaggered/www_ohtuleht_ee__604767.json
['OK-nägu-nigu'],""" nigu väljamaa "" on kompliment , muidugi !",Failid_ettenten_retaggered/www_ohtuleht_ee__648346.json
['OK-küngas-Kongas'],"Kongas andis käsu : viimseni vastu panna , viimane granaat jätta enda jaoks !",Failid_ettenten_retaggered/www_okupatsioon_ee__438613.json
['OK-jää-juu'],"tüdruk 29.08.2011 . 21:54 ranno rannik seal on padjad ja tekid olemas ranno rannik 29.08.2011 . 19:44 kas padjad tekid peab ise ühikasse kaasa võtma ei pea juu need kooli poolt To : Ly 29.08.2011 . 12:56 Jah saab küll , kui tahad abikokaks minna ja samal ajal 9ndat klassi lõpetada , siis on see võimalik kui on piisavalt huvilisi , eelmine aasta ei tehtud seda gruppi , kuna oli vähe huvilisi !",Failid_ettenten_retaggered/www_pkpk_ee__398038.json
['NAME-lüli-Lili'],Kristina lilo 28.01.2009 . 10:31 Meeldiv seltskond tulen järgmine aasta tagasi õppima Kristina Lili 28.01.2009 . 10:30 ilus kool Kai 20.01.2009 . 21:50 Tere !,Failid_ettenten_retaggered/www_pkpk_ee__398038.json
['OK-nõmm-numm'],See teos on lihtsalt nii mõmm ja numm !,Failid_ettenten_retaggered/www_poogen_ee__660240.json
['OK-hää-hää'],/ tumedal varjul ... on silmad ja suu / lummavad riimid / edev prelüüd-muredat süüd / sa oled hullult hää asjaga hakkama saanud !,Failid_ettenten_retaggered/www_poogen_ee__673560.json
['OK-pääle-pääle'],"Kunagi veel pole ma leidnud naist , kellelt oleksin tahtnud lapsi , pääle selle naise , keda armastan : sest ma armastan sind , oo igavik !",Failid_ettenten_retaggered/www_ut_ee__345046.json
"['OK-võibolla-vöibolla', 'OK-mõni-möni']",Ma olen unine ja seepärast vöibolla ei saa möni aru mis ma proovisin seletada aga noh jah .... mitte keegi ei saa aru kui savuse peaga loeb,Failid_ettenten_retaggered/www_lapsemure_ee__142098.json
['OK-päris-Peris'],Peris,Failid_ettenten_retaggered/www_epl_ee__135717.json
['OK-mõju-moju'],"Pohjuseks saab olla ymbruse moju ( 1. ) , parilikkus ( 2. ) , suunitletud parilikkus - ehk karjaaretus ja kasvatus ( 3. )",Failid_ettenten_retaggered/forte_delfi_ee__469992.json
['OK-üks-Yks'],Yks koll käib mööda Eestit ja tema nimi on Yhis-Huvide-Proto-Koll ( valimiseelsest protosauruste ajastust ),Failid_ettenten_retaggered/www_epl_ee__497342.json
['ENGLISH-õde-ide'],"( Islamimaades on aid ide ajal tavaliselt mošeed nii täis , et palvetatakse väljas . )",Failid_ettenten_retaggered/www_islam_pri_ee__535813.json
['NAME-üha-Cha'],Cha Dao,Failid_ettenten_retaggered/www_tallinnrestaurantweek_ee__284732.json
['OK-põld-pold'],pole lihtsalt küsimata makstakse miljoneid välja täitsa tatikad ameerikas saaks eluaegse sellise asja eest meie tootsime täiesti konkreetseid asju ja hädavaevu saime toime raisk mingile lambifirmale antakse niisama pold mõni oma inimene seal äkki nagu poliisiski kombeks,Failid_ettenten_retaggered/www_ekspress_ee__388036.json
['OK-nüüd-nyyd'],Ja ärge hakake nyyd uluma,Failid_ettenten_retaggered/majandus_delfi_ee__354813.json
['NAME-äike-Nike'],Nike Premier Cupil pääsesid finaali Eesti ja Läti poisid 26.08.2007 12:58,Failid_ettenten_retaggered/arhiiv_sport_err_ee__315326.json
['OK-käsk-KÜSK'],"17 taotlust on läinud ekspertidele sisuliseks hindamiseks , mille tulemused selguvad märtsis ning nende alusel otsustab KÜSK projektide toetamise 21. märtsiks 2012.",Failid_ettenten_retaggered/www_kysk_ee__15140.json
['OK-üle-kle'],kle,Failid_ettenten_retaggered/naistekas_delfi_ee__293939.json
['OK-üle-kle'],kle,Failid_ettenten_retaggered/www_epl_ee__148393.json
['OK-sõõm-siim'],siim,Failid_ettenten_retaggered/forte_delfi_ee__365761.json
['OK-nüüd-nyyd'],kui siin nyyd meenutada viimati toimunud juraskit ….,Failid_ettenten_retaggered/hillclimb_ee__455076.json
['OK-süüdi-SYYDI'],"Kui mul ja minusugustel läheb halvasti , siis ju PEAB KEEGI SYYDI OLEMA !!!",Failid_ettenten_retaggered/www_ekspress_ee__249281.json
['OK-üle-kle'],kle dana,Failid_ettenten_retaggered/www_delfi_ee__664976.json
['NAME-õli-Ali'],Dame Ali,Failid_ettenten_retaggered/noortehaal_delfi_ee__348782.json
['OK-löök-Laak'],Laak,Failid_ettenten_retaggered/www_delfi_ee__201718.json
['OK-õis-ris'],"See su ­ vi koo ­ ris kui ­ da ­ gi ära kõik mit ­ teo ­ lu ­ li ­ se : as ­ jad , mi ­ da mul enam va ­ ja ei ole ; ini ­ me ­ sed , ke ­ da mul enam va ­ ja ei ole ; te ­ ge ­ vu ­ sed , mi ­ da mul enam te ­ ha ei tu ­ le .”",Failid_ettenten_retaggered/www_epl_ee__148276.json
['OK-nüüd-nyyd'],"meie saime ka vahepeal antibiootikume aga nendest tekkis allergia :S ja nyyd jälle täiesti nohune ja köhib :S 3nädalat juba , kaua võib :S teeme igasugu asju , et seda nohu leevendada ja , et ta natukenegi normaalselt hingata saaks aga midagi ei aita",Failid_ettenten_retaggered/www_nupsu_ee__596399.json
['NAME-öine-Fine'],"nii , et kui ühe kassi jõuate ära majandada siis ei pea ostma hiire-ning rotilõksu , vast … kui just mitte ise rotte söögiks tarbida aga selle kohta olen leidnud ühe retsepti raamatust : Auguste Escoffier- “ The Escoffier Cookbook and Guide to the Fine Art of Cookery : For Connoisseurs , Chefs , Epicures Complete With 2973 Recipes ”.",Failid_ettenten_retaggered/blog_kaitseomatervist_ee__542740.json
['OK-känd-kund'],"Havani läbiviimise paiga põhilised sakraalsed osad on : altar , millele asetatakse pühapildid , lingam ja yoni , mis sümboliseerivad Jumalat e Šivat ( staatiline aspekt , kõige algallikas , vormitu kõikjalolev Teadvus , nimetatakse ka Isa aspektiks ) ja Loojat , Šaktit ( algallikast lähtunud liikumised , vormid , nimetatakse ka Ema aspektiks ) , kund ehk tulease sümboliseerib „ Ema suud ”.",Failid_ettenten_retaggered/www_lilleoru_ee__610407.json
['NAME-äge-Age'],"Jõhvi linnagaleriis baleriin Age Oksa õe , skulptor ja disainer Anke Oksa maalide näitus “ Pirouette ”.",Failid_ettenten_retaggered/www_sirp_ee__249066.json
['OK-sõna-süna'],Kõige absurdsem sõna on igas keeles süna “ kõik ”.,Failid_ettenten_retaggered/www_via_ee__345557.json
['OK-õde-ode'],ode,Failid_ettenten_retaggered/www_maaleht_ee__245112.json
['OK-sääl-sääl'],siis uue kallale sääl …,Failid_ettenten_retaggered/blog_maaleht_ee__100525.json
['OK-või-vmi'],"Aga no nii ei saa lihtsalt … ma ütlen veel … sellised inimesed on mõttetud , kes ütlevad et hoolivad vmi , aga tegelikult on pohhui … sest neil on oma elu ja palju asju ja värke jne … ehk siis nagu ma kuskil kirjutasin … kui kellestki väga hoolida , siis minu meelest hoitakse temast kinni ja ei lasta lahti …",Failid_ettenten_retaggered/tume-maailm_pri_ee__451904.json
['OK-ära-Tra'],Tra .. nagu väga mõttetu on kõik lihtsalt … eriti inimesed …,Failid_ettenten_retaggered/tume-maailm_pri_ee__451904.json
['OK-üle-ple'],"Ma ei tea … see ei ole vist vanusest ka või no ma ple kindel … perearst küll ütles , et mingi 16 - 17 ei võeta midagi tõsiselt , vaid lihtsalt tõmmatakse ringi jne …",Failid_ettenten_retaggered/tume-maailm_pri_ee__451904.json
['NAME-üle-Kle'],Algas see kõik möödunud aastal Facebookis ühest kirjast : 17. juuli 2011. a. Tõnu Vahter Kle läheks järgmisel aastal …,Failid_ettenten_retaggered/www_firmasport_ee__289631.json
['OK-nüüd-nyyd'],nyyd,Failid_ettenten_retaggered/www_epl_ee__492484.json
"['OK-nüüd-Nyyd', 'OK-kõige-k6ige']","Nyyd on d e lfi k6ige k6vemad k6rid ärganud oma uimast ja kaagutavad teema kallal , et miks keelata . :))",Failid_ettenten_retaggered/rahvahaal_delfi_ee__494576.json
['OK-küll-kyll'],"Pealegi on naisi Eestis vähem kui mehi ... et artikli lõpp on kyll vasturääkiv , naisi vähem ei saa kuidagi ju mitmenaisepidamist tekitada ??",Failid_ettenten_retaggered/rahvahaal_delfi_ee__138000.json
"['OK-üldse-yldse', 'OK-kõik-köik']","ei saa enam yldse aru mis toimub ( ehk ei peagi ) aga kas sellesks , et mingit saneerimist läbi viia on vaja jalgratast uuesti leiutada ja palgata mingid Janid a "" la 21 tuhhi + veel Janile 2 abilist a "" la 2x8tuhhi palgaks ... ja köik muud muidusööjad koos oma palkadega ??",Failid_ettenten_retaggered/www_ekspress_ee__233760.json
['OK-kasvõi-kasvöi'],"Äkki leidub seltskond ärksaid sotsiaalse närviga arukaid inimesi , kes kasvöi MTY vormis midagi välja mötleksid ??",Failid_ettenten_retaggered/www_ekspress_ee__249281.json
['OK-üle-Kle'],"Kle doktor , kas seda ikka uurisid kui palju puudega inimesi sünnib selle solgi joomisest , mida alkoholo kallinemise tõttu ise kokku keedetakse ??",Failid_ettenten_retaggered/www_epl_ee__385425.json
['NAME-kõrb-Kerb'],Foto : Argo Kerb,Failid_ettenten_retaggered/opleht_ee__424092.json
['OK-tünn-tõnn'],tõnn,Failid_ettenten_retaggered/rahvahaal_delfi_ee__374535.json
['OK-üsna-úsna'],"18 veebruar 2006 leidis Tagni emmega [ tagnij ] Juurde sóitsime maa-ameti kaardi järgi , auto jätsime úsna eemale , kes neid kohalikke tavasid seal teab .....",Failid_ettenten_retaggered/www_geopeitus_ee__604786.json
['OK-nägu-Nigu'],"Nigu oleks pool keskomikust saati rihma rebind , et "" andke kont siia ! """,Failid_ettenten_retaggered/www_epl_ee__266813.json
['OK-kasvõi-kasvôi'],"Kuigi ei ei Herbert ega ka minu korrespondent seda ise ja otse välja ei öelnud ( ning ilmselt selgel kujul , kasvôi isenedale , ei formuleerinud ) kôlas nende môtteavaldustes justnimelt kaasaegsele Läänele iseloomulik seisukoht : "" Inimesed sigivad nagu kärbsed ! """,Failid_ettenten_retaggered/www_obs_ee__629565.json
['ENGLISH-mõni-mani'],""" Pole mani . """,Failid_ettenten_retaggered/www_poogen_ee__130427.json
['OK-täiesti-taiesti'],"SJ kirjutab : "" Sain sõbranna poolt soovituse selle arsti juurde minna kui olin juba omadega taiesti sassis , kuna endine arst Lasnamae medicumist oli mind aasta igasugu asjadega ravinud ei tea . . . """,Failid_ettenten_retaggered/www_tervisetrend_ee__313929.json
['OK-ülimalt-ylimalt'],"Seda enam yhese lausega ( naised liikusid , kuna pidid jahil palju liikuma , sest mehed olid kodus , toitsid rinnaga lapsi ja hoidsid tuld ja tegid koiki muid kodutoid ) Tule Taevas Appi ! , midagi seletada nii keerulises kysimuses , nagu geneetika ja parilikkus , yhe lausega ja yhe pohjusega , mis on labinisti lauslollus , on ylimalt veider ......",Failid_ettenten_retaggered/forte_delfi_ee__469992.json
['OK-või-voi'],"riik voi linn ei saa sotsmaju siis ehitada ning rehabiliateerida neid inimesi , see on tegelik sots too ....... pisar tuleb silma ......",Failid_ettenten_retaggered/www_delfi_ee__562269.json
['OK-nüüd-nyyd'],kas kapol nyyd vesi ahjus mark tais tehtud arvavad et usaldust on kerge voita vaevalt,Failid_ettenten_retaggered/www_ekspress_ee__141143.json
['OK-tüüp-tyyp'],tyyp,Failid_ettenten_retaggered/amor_ee__542824.json
['OK-tüüp-tyyp'],tyyp,Failid_ettenten_retaggered/amor_ee__542824.json
['OK-tüüp-tyyp'],tyyp,Failid_ettenten_retaggered/amor_ee__542824.json
['NAME-õli-Ali'],"Selle kõrval meenutab euro maaletoojate ülim optimism ja jätkuv avalikkusega suhtlemine vulgaaroptimistlikus „ viie rikkama riigi hulka “ stiilis , Iraagi infoministrit Mohammed Saeed al-Shahafi , kes sai hüüdnime „ Koomik Ali “.",Failid_ettenten_retaggered/www_poolamets_ee__356430.json
['OK-või-vöi'],2 ) Meil on ( vöi vähemalt oli ) a la 600 000 tööinimest,Failid_ettenten_retaggered/rahvahaal_delfi_ee__379694.json
['OK-lõke-like'],like thafuck,Failid_ettenten_retaggered/www_lapsemure_ee__142098.json
['OK-hää-hää'],"Ei oska kommenteerida , kuidas see tulevikus maitseb , arvan et hää , aga võib-olla saab keegi veel sellest inspiratsiooni ja teeb ka oma koduveini :)",Failid_ettenten_retaggered/nami-nami_ee__578827.json
['OK-küll-kyll'],Na talle kyll ytlesin et valigu s6nu ... ta seepeale et no mis teha kui nii vidutab ! :),Failid_ettenten_retaggered/rahvahaal_delfi_ee__391473.json
['OK-pääle-pääle'],"See artikkel räägib TEN ajaloost veidi vabamas võtmes , et igaüks näeks milline rõõm on meie lapsuke olnud algusest pääle :)",Failid_ettenten_retaggered/ten_ee__533559.json
['OK-tõke-Take'],"Take a Tour lingi alt leiad portaali tutvustuse , mis on mõistagi tehtud slaidiesitlusena :)",Failid_ettenten_retaggered/www_digitark_ee__108699.json
['OK-ära-2ra'],"Hey , ma 12 aastat eestist 2ra elanud aga vaevalt keegi teab kus ma olen :)",Failid_ettenten_retaggered/www_ekspress_ee__147170.json
"['OK-põhjal-p6hjal', 'OK-tõttu-t6ttu', 'OK-küll-kyll', 'OK-välja-v2lja']",jamie oliver on super :) kui londoni satun k2in kindlasti tema restosl einet v6tmas .. eemal saan inspiratsiooni tema raamatuist :) muu kirjelduse p6hjal ja sentimentaalsete m2lestuste t6ttu m6istan autori kiindumust oma kodusse .. kuid mina kyll ei kannataks l2rmi ja yyrgamist v2lja :),Failid_ettenten_retaggered/www_ohtuleht_ee__571130.json
['OK-hää-hää'],ja kas ühikast pilte on kuskil ja palju ühikas maksab :) ilona 04.07.2012 . 00:26 siis on tore ;) ranno 03.07.2012 . 19:29 ilona see jumala hää kool ;) ole lihtsalt koguaeg koolis kohal ja hinded kah head ;) erilist vaeva ega raskust pole :D ilona 02.07.2012 . 16:53 olgu siis on tore :),Failid_ettenten_retaggered/www_pkpk_ee__398038.json
['OK-lõpuks-löpuks'],Siis leidsime talle kleidi ja pluusi 1 tund oli ta meil poes uued riided seljas löpuks ja postiivsust täis Tänas meid ja soovis meile edu 20 korda vähemalt kui mitte rohkem kallistas meid ja ütles et Ta sai täna bemmiga söita ja ilus poiss poes pani teda riidesse lubas meile külla jälle tulla . :),Failid_ettenten_retaggered/www_saaguvalgus_ee__620434.json
['OK-jää-jee'],"jee , tuli ära",Failid_ettenten_retaggered/rahvahaal_delfi_ee__146447.json
['OK-külge-kylge'],"tehke ennem ikka selgekskas teile enam seda suhet tarvis ongi , vb on see vaid klammerdumine tühjakspigistatud sidruni kylge ning koos jätkates saad veelrohkem haiget",Failid_ettenten_retaggered/pesa_ingliabi_ee__128726.json
"['ENGLISH-üle-ule', 'OK-välja-valja']",b ) tagajarjena votab valitsus kontrolli interneti ule c ) alternatiivne jms vaba meedia lulitatakse valja,Failid_ettenten_retaggered/www_ekspress_ee__269006.json
"['OK-vähemalt-v2hemalt', 'OK-tänu-t2nu']","proovi parem evra plaastri see alandab natuke kehakaalu v2hemalt mina v6tsin alla ja tean veel paari inimest , kes on alla v6tnud t2nu neile",Failid_ettenten_retaggered/www_amor_ee__291979.json
"['NAME-ülem-Elem', 'NAME-ülem-Elem', 'NAME-ülem-Elem', 'NAME-ülem-Elem', 'NAME-ülem-Elem', 'NAME-ülem-Elem']",Päis 1 Päis 2 Päis 3 Elem A Elem B Elem C Elem D Elem E Elem F,Failid_ettenten_retaggered/rtfm_kolhoos_ee__196082.json
['OK-tünn-tann'],tann,Failid_ettenten_retaggered/forte_delfi_ee__371804.json
['OK-tünn-Tann'],Tann,Failid_ettenten_retaggered/www_ekspress_ee__147170.json
['OK-tünn-Tann'],Tann,Failid_ettenten_retaggered/www_ekspress_ee__147170.json
['OK-tünn-Tann'],Tann,Failid_ettenten_retaggered/www_ekspress_ee__484954.json
['OK-tünn-Tann'],Tann,Failid_ettenten_retaggered/www_ekspress_ee__593142.json
['OK-tünn-Tann'],Tann,Failid_ettenten_retaggered/www_ekspress_ee__593142.json
['OK-tünn-Tann'],Tann,Failid_ettenten_retaggered/www_maaleht_ee__487798.json
['OK-tünn-Tann'],Tann,Failid_ettenten_retaggered/www_maaleht_ee__487798.json
